id,query,product_title,product_description,median_relevance,relevance_variance,,
4588,pittsburgh pirates,Pittsburgh Pirates Little Earth Prospect Backpack,"Little Earth - MLB Prospect Backpack, Pittsburgh Pirates - Show your team pride by carrying on of Little Earth's Prospect bags that are rugged and refined, functional and easy. From the fully lined, padded compartments for your laptop to the multi-functional organizers and pockets, these bags do it all. Your favorite team will be featured with a logo stencil including the team's established date. Made of heavy duty washed cotton canvas. Features custom cast antique nickel hardware, nickel snaps, and nickle zipper pull. Our backpack has adjustable straps for comfortable wear. Backpack measures - 17.4 inches H x 6 inches W x 12.5 inches D.",3,0.471,,
4590,wall clocks,Large Wall Clock 3D Mirror Sticker Big Watch Home Decor Unique Gift DIY,"eBay item number:141455577310


	Seller assumes all responsibility for this listing.

		Last updated on
		&nbsp;May 04, 2015 11:33:09 PDT&nbsp;
		View all revisions





					<strong>Item specifics</strong>
					<table>

						<tr>
									<td>
									 			Condition:</td>

											<td>





																New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is

																			applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.
																					See all condition definitions<strong>- opens in a new window or tab</strong>




																			... Read more<strong>about the condition</strong>




													</td>
										<td>
									 			Brand: </td>

											<td>
												<strong>Unbranded</strong></td>
										</tr>
							<tr>
									<td>
									 			Color: </td>

											<td>
												<strong>Silver</strong></td>
										<td>
									 			Material: </td>

											<td>
												Metal +Acrylic+EVA</td>
										</tr>
							<tr>
									<td>
									 			Country/Region of Manufacture: </td>

											<td>
												China</td>
										</tr>

							</table>





						<strong>2011newest</strong>

							Visit my eBay store &nbsp;",4,0,,
4592,micro usb to hdmi,StarTech 3m Passive microUSB to HDMI MHL Cable,"The StarTech 3m Passive MicroUSB to HDMI Cable allows you to connect your MHL-enabled mobile devices to an MHL enabled TV, monitor or projector. This durable cable offers a simple plug-and-play solution that allows you to view content (e.g. photos, audio and video) from a mobile device on a larger display using an MHL connection. Mobile devices that are compatible with this technology include smart phones, tablet PCs and more. Because this is a passive MHL cable, both the mobile device and the HDTV display, projector or monitor used must be MHL enabled.

StarTech 3m Passive microUSB to HDMI MHL Cable:
MicroUSB to HDMI cable
Three meters long
StarTech cable supports HD content viewing for mobile high definition link (MHL) devices
One microUSB B male connector
One HDMI male connector",4,0,,
4599,eye cream,Online Only Vitamin E Eye Cream,,4,0,,
4606,decorative pillows,Faux Suede 22-inch Decorative Pillows (Set of 2),"ITEM#: 15561036
These plump polyester filled decorative pillows are covered in supple faux suede polyester. This set of two pillows highlights a solid pattern, a square shape, and is the perfect accent to any decor, classic or contemporary.

The pillows are available in 13 color options, from bold to neutral tones, and give you ample opportunities to mix and match for the perfect visual effect. Create a fall decor by mixing olive, mocha and apple green pillows, or complement a nautical decorating theme with seaspray and turquoise ones. With their soft suede feel, these pillows also add a pleasing texture to your design scheme.",4,0,,
4611,zippo,Zippo Black Ice Lighter,"The Zippo Black Ice Lighter comes with a sleek and classic look and is built to be reliable. The wind-proof design keeps flames going even in the breeze. It can be refilled with fuel when empty, providing a longer life than disposable lighters. This windproof Zippo lighter also has a flint that can be replaced as necessary.",4,0.943,,
4616,boyfriend jeans,Women's Diba True Island Girl Boots Sky Blue Suede,"The Island Girl bootie is versatility at its finest. They feature an open toe, front zipper detail and stacked heel. Rock them with everything from boyfriend jeans to a mini dress.",1,0,,
4621,memory foam pillow,Dough Supportive Low Loft Firm Memory Foam Pillow,"The Dough pillow is constructed with Memory Foam for a comfortable night's sleep, regardles of size or sleeping preference. The pillow is designed to eliminate pain and pressure points.",4,0,,
4626,shotgun shell pouch,Hunters Specialties Hunters Specialties Strut Pouch Apg,"The Strut Pouch keeps your turkey call and accessories organized and close at hand. This Realtree APG pouch features a box call holster and internal organizer that holds a diaphragm case, pan call, shotgun shells, strikers and hunting license. It also includes a belt loop for easy attachment.",3,0.943,,
4627,ps3 memory card,Disney Infinity: Disney Originals (2.0 Edition) Toy Box Starter Pack (PS3),"The Disney Infinity 2.0 Toy Box Starter Pack is for Disney Infinity fans interested in the creation aspects of the Toy Box, and includes the Disney Infinity 2.0 Edition game (which is also included in the Marvel Super Heroes Starter Pack), figures of Merida from Brave and Stitch from Lilo & Stitch, along with two power discs.",3,0.8,,
4629,wireless mouse,Logitech M187 Wireless Mini Mouse,"You can take the Logitech Wireless Mini Mouse, Model M187, wherever you take your laptop thanks to its pocket-ready, extra-small design. The tiny nano receiver stays plugged into your available USB port and lets you enjoy the freedom of wireless with more precision and control than you get with your laptop's touchpad. This Logitech black mouse allows you to enjoy the same features of a full-size mouse, such as a scroll button and left and right clickers. With this device, you can enjoy the reliability of a cord with the convenience of wireless thanks to Logitech Advanced 2.4GHz wireless technology.",4,0,,
4631,hello kitty,Hello Kitty x Bedhead Henley PJ Set: Eiffel Tower,Sanrio has teamed up with BedHead Pajamas to celebrate Hello Kitty's 40th Anniversary. This stretch henley set is the ultimate in comfort and style. This exclusive print featuring Hello Kitty by BedHead founder Renee Claire Bertrand is tres chic!,2,0.98,,
4632,three wheeled bike,Mobo Triton Pro 20 in. The Ultimate Three Wheeled Cruiser Recumbent Bicycle,"For the big kid in all of us. The Mobo Triton Pro Three Wheeled Cruiser - Silver is a great way to get in touch with your inner child. While this cruiser might look all fun and no work, it actually does help you squeeze in some cardio while riding with the kids or just leisurely tracking to the beach. Complete with tons of safety features and a recumbent design to reduce joint stress. Adjustable frame means one-size-fits-all.",4,0.471,,
4633,playstation 4,"Sony PlayStation 4 500GB, Dualshock Wireless Control, HDMI Gaming Console Refurb","The PlayStation 4 system opens the door to an incredible journey through immersive new gaming worlds and a deeply connected gaming community. Step into living, breathing worlds where you are hero of your epic journey. Explore gritty urban environments, vast galactic landscapes, and fantastic historical settings brought to life on an epic scale, without limits. With an astounding launch lineup and over 180 games in development the PS4 system offers more top-tier blockbusters and inventive indie hits than any other next-gen console. The PS4 system is developer inspired, gamer focused. The PS4 system learns how you play and intuitively curates the content you use most often. Fire it up, and your PS4 system points the way to new, amazing experiences you can jump into alone or with friends. Create your own legend using a sophisticated, intuitive network built for gamers. Broadcast your gameplay live and direct to the world, complete with your commentary. Or immortalize your most epic moments and share at the press of a button. Access the best in music, movies, sports and television. PS4 system doesn t require a membership fee to access your digital entertainment subscriptions. You get the full spectrum of entertainment that matters to you on the PS4 system. PlayStation 4: The Best Place to Play The PlayStation 4 system provides dynamic, connected gaming, powerful graphics and speed, intelligent personalization, deeply integrated social capabilities, and innovative second-screen features. Combining unparalleled content, immersive gaming experiences, all of your favorite digital entertainment apps, and PlayStation exclusives, the PS4 system focuses on the gamers.Gamer Focused, Developer InspiredThe PS4 system focuses on the gamer, ensuring that the very best games and the most immersive experiences are possible on the platform.<br>Read more about the PS4 on ebay guides.</br>",4,0,,
4634,ipad 2 heavy duty case,Insten(r) 374599 2-Piece iPhone Case Bundle Apple iPod/iPhone/iPad,,3,0.49,,
4636,harleydavidson,Harley Davidson Flh/Flt Twin Cam 88 & 103 1999-2005 (Paperback),"FLHT/FLHTI Electra Glide Standard (1999-2005), FLHTC/FLHTCI Electra Glide Classic (1999-2005), FLHTCUI Classic Electra Glide (1999-2005), FLHTCSE2 Screamin' Eagle Electra Glide 2 (2005), FLHR/FLHRI Road King (1999-2005), FLHRCI Road King Classic (1999-200",3,0.748,,
4645,teenage mutant ninja turtles,Nickelodeon Teenage Mutant Ninja Turtles Glow in the Dark 2-Pack Canvas Wall Art,"Day or night, the Nickelodeon Teenage Mutant Ninja Turtles Canvas Wall Art will add to the decor of any child's playroom or bedroom. Each panel features unique designs of Teenage Mutant Ninja Turtles characters. Both pieces can be part of a collection or stand alone. The Glow in the Dark feature will illuminate bedtime and create a beautiful illusion on this decorative canvas wall art.",4,0.471,,
4648,table runner,"Stamped Table Runner/Scarf, Independence Day(Pack of 1)",JACK DEMPSEY-Hand Embroidery: Table Runner/Scarf. Stitch up a beautiful table runner or scarf with this kit. The embroidery design has been stamped using ink that washes away with any liquid and the fabric is a 50/50 cotton/poly blend broadcloth. This package contains one 15x42 inch runner/scarf; instructions for completion and care; and complete DMC floss requirements. Hoop; needle; and floss all sold separately. Design: Independence Day. Made in USA.,3,0.748,,
